"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","contentType","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","is_base_page","cacheControl","contentEncoding","expires","jpeg_scan_count","score_progressive_jpeg",
"23.47.79.51","431","","","-1","-1","Script","3","2476","2551","text/javascript; charset=utf-8","0","1","","100","2502","https://statics-uhf-eus.akamaized.net/shell/_scrf/js/themes=default/54-af9f9f/c0-247156/de-099401/e1-a50eee/e7-954872/d8-97d509/f0-251fe2/46-be1318/77-04a268/7f-652c90/63-077520/a4-34de62/75-71ddfc/db-bc0148/bc-a26f1e/78-4c7d22/df-e4d70f/e4-8302f6/cd-23d3b0/6d-1e7ed0/b7-cadaa7/ca-40b7b0/c3-6454d7/f9-7592d3/ef-87b3d9/30-42cbf5/7e-cda2d3/32-6dafa3/93-283c2d/e0-3c9860/91-97a04f/1f-100dea/33-abe4df/af-bbef21?ver=2.0&iife=1","3","2502","200","49","","31609","50","694","","181105_XR_V","2479","415","2480","100","30506501","114942","2551","22","GET","30777","30777","","0.13","-1","-1","statics-uhf-eus.akamaized.net","100","-1","https://www.office.com/","7","1066","/shell/_scrf/js/themes=default/54-af9f9f/c0-247156/de-099401/e1-a50eee/e7-954872/d8-97d509/f0-251fe2/46-be1318/77-04a268/7f-652c90/63-077520/a4-34de62/75-71ddfc/db-bc0148/bc-a26f1e/78-4c7d22/df-e4d70f/e4-8302f6/cd-23d3b0/6d-1e7ed0/b7-cadaa7/ca-40b7b0/c3-6454d7/f9-7592d3/ef-87b3d9/30-42cbf5/7e-cda2d3/32-6dafa3/93-283c2d/e0-3c9860/91-97a04f/1f-100dea/33-abe4df/af-bbef21?ver=2.0&iife=1","100","","Akamai","2982","2551","2966","2966","2982","16","2476","2982","505","13","14","1","0","http/1.1","high","","public, max-age=30506501","gzip","Thu, 24 Oct 2019 03:09:15 GMT","","",
"23.63.204.80","82","","","-1","-1","Script","3","-1","-1","application/javascript","0","1","","100","-1","https://mem.gfx.ms/me/MeControl/9.18275.0/en-US/meBoot.min.js","-1","-1","200","-1","","8546","1","333","","181105_XR_V","-1","66","-1","100","2592000","22825","3122","-1","GET","8120","8120","3197","0.17","-1","-1","mem.gfx.ms","100","-1","https://mem.gfx.ms/meversion?partner=office&market=en-us&uhf=1","3","3120","/me/MeControl/9.18275.0/en-US/meBoot.min.js","100","","Akamai","3204","3122","3188","3188","3204","16","3122","3204","82","14","15","1","0","http/1.1","high","","max-age=2592000","gzip","","","",
"65.52.193.136","142","","","-1","-1","Document","3","3018","3228","text/html; charset=utf-8","0","1","","100","3152","https://login.microsoftonline.com/savedusers?wreply=https://www.office.com/&appid=4345a7b9-9a63-4910-a426-35363201d503","104","3152","200","76","","1771","1","450","","181105_XR_V","3122","77","3123","-1","","3160","3228","29","GET","1018","1018","9020","0.15","-1","-1","login.microsoftonline.com","100","-1","https://ncuofficehome.msocdn.com/s/900105fe/ClientApp/build/bundles/unauth-vendor.js","8","3015","/savedusers?wreply=https://www.office.com/&appid=4345a7b9-9a63-4910-a426-35363201d503","-1","","","3370","3228","3305","3305","3370","65","3018","3370","351","15","16","1","0","http/1.1","high","","private","gzip","","","",
"64.4.54.254","153","","","-1","-1","Script","3","3071","3311","application/javascript","","1","","-1","3171","https://web.vortex.data.microsoft.com/collect/v1/t.js?ver=%272.1%27&name=%27Ms.Webi.PageView%27&time=%272018-11-05T01%3A07%3A34.408Z%27&os=%27MacOS%27&appId=%27JS%3Awww.office.com-unauth%27&*baseType=%27Ms.Content.PageView%27&-ver=%271.0%27&-impressionGuid=%27e030b564-f4ec-4a21-9d34-bdb38b80f72d%27&-pageName=%27UnauthOhp%27&-uri=%27https%3A%2F%2Fwww.office.com%2F%27&-pageTags=%27%7B%22metaTags%22%3A%7B%22ver%22%3A%225%22%2C%22ms.lang%22%3A%22en%22%2C%22ms.loc%22%3A%22US%22%2C%22ms.ocpub.assetid%22%3A%22UnauthOhp%22%2C%22ms.env%22%3A%22prod%22%2C%22ms.sitever%22%3A%225%22%2C%22ms.flightid%22%3A%22mobilemenu%7Crecommendedapi%7Cfasturlvalid%7Cappswipe%7Crecommendedcallout%7Cfastpersonalres%22%7D%7D%27&-behavior=0&-resHeight=667&-resWidth=375&-market=%27en-US%27&*cookieEnabled=true&*flashInstalled=false&*isJs=true&*title=%27Office%20365%20Login%20%7C%20Microsoft%20Office%27&*isLoggedIn=false&ext-javascript-ver=%271.1%27&ext-javascript-libVer=%274.1.0%27&ext-javascript-domain=%27www.office.com%27&ext-user-localId=%27t%3A37258477127C674E21BD88E9131D661B%27","46","3171","200","140","","858","1","1338","","181105_XR_V","3117","81","3118","-1","","260","3312","53","GET","260","","20104","0.16","-1","-1","web.vortex.data.microsoft.com","100","-1","https://ncuofficehome.msocdn.com/s/ee5e8701/ClientApp/build/bundles/unauth.js","9","3069","/collect/v1/t.js?ver=%272.1%27&name=%27Ms.Webi.PageView%27&time=%272018-11-05T01%3A07%3A34.408Z%27&os=%27MacOS%27&appId=%27JS%3Awww.office.com-unauth%27&*baseType=%27Ms.Content.PageView%27&-ver=%271.0%27&-impressionGuid=%27e030b564-f4ec-4a21-9d34-bdb38b80f72d%27&-pageName=%27UnauthOhp%27&-uri=%27https%3A%2F%2Fwww.office.com%2F%27&-pageTags=%27%7B%22metaTags%22%3A%7B%22ver%22%3A%225%22%2C%22ms.lang%22%3A%22en%22%2C%22ms.loc%22%3A%22US%22%2C%22ms.ocpub.assetid%22%3A%22UnauthOhp%22%2C%22ms.env%22%3A%22prod%22%2C%22ms.sitever%22%3A%225%22%2C%22ms.flightid%22%3A%22mobilemenu%7Crecommendedapi%7Cfasturlvalid%7Cappswipe%7Crecommendedcallout%7Cfastpersonalres%22%7D%7D%27&-behavior=0&-resHeight=667&-resWidth=375&-market=%27en-US%27&*cookieEnabled=true&*flashInstalled=false&*isJs=true&*title=%27Office%20365%20Login%20%7C%20Microsoft%20Office%27&*isLoggedIn=false&ext-javascript-ver=%271.1%27&ext-javascript-libVer=%274.1.0%27&ext-javascript-domain=%27www.office.com%27&ext-user-localId=%27t%3A37258477127C674E21BD88E9131D661B%27","-1","","","3465","3312","3393","3393","3465","72","3071","3465","392","16","17","1","0","http/1.1","high","","no-cache, no-store","","0","","",
"96.16.204.232","76","","","-1","-1","Font","3","3478","3707","application/font-woff","","1","","-1","3551","https://www.microsoft.com/mwf/_h/v2.98/mwf.app/fonts/mwfmdl2-v2.98.woff","40","3551","200","156","","21891","1200","186","","181105_XR_V","3518","43","3519","100","28078604","21180","3707","32","GET","21180","","","0.20","-1","-1","www.microsoft.com","100","-1","https://www.office.com/","10","3471","/mwf/_h/v2.98/mwf.app/fonts/mwfmdl2-v2.98.woff","100","","Akamai","3783","3707","3750","3750","3783","33","3478","3783","304","17","18","1","0","h2","medium","","public, max-age=28078604","","Thu, 26 Sep 2019 00:44:19 GMT","","",
"23.54.148.161","199","","","-1","-1","Font","3","-1","-1","application/font-woff2","","1","","-1","-1","https://c.s-microsoft.com/static/fonts/segoe-ui/west-european/Semibold/latest.woff2","-1","-1","200","-1","","29958","1200","50","","181105_XR_V","-1","137","-1","100","176357","29388","3879","-1","GET","29388","","","0.21","-1","-1","c.s-microsoft.com","100","-1","https://www.office.com/","11","3472","/static/fonts/segoe-ui/west-european/Semibold/latest.woff2","50","","Akamai","4078","3879","4016","4016","4078","62","3879","4078","199","18","19","1","0","h2","medium","","max-age=176357","","Wed, 07 Nov 2018 02:06:52 GMT","","",
"23.54.148.161","258","","","-1","-1","Font","3","-1","-1","application/font-woff2","","1","","-1","-1","https://c.s-microsoft.com/static/fonts/segoe-ui/west-european/Bold/latest.woff2","-1","-1","200","-1","","30710","1200","48","","181105_XR_V","-1","185","-1","100","232794","30132","3880","-1","GET","30132","","","0.25","-1","-1","c.s-microsoft.com","100","-1","https://www.office.com/","11","3474","/static/fonts/segoe-ui/west-european/Bold/latest.woff2","50","","Akamai","4138","3880","4065","4065","4138","73","3880","4138","258","19","20","1","0","h2","medium","","public, max-age=232794","","Wed, 07 Nov 2018 17:47:29 GMT","","",
"23.54.148.161","155","","","-1","-1","Font","3","3472","3881","application/font-woff2","","1","","-1","3620","https://c.s-microsoft.com/static/fonts/segoe-ui/west-european/normal/latest.woff2","67","3620","200","261","","34630","1200","189","","181105_XR_V","3539","71","3540","100","341607","34052","3882","80","GET","34052","","","0.18","-1","-1","c.s-microsoft.com","100","-1","https://www.office.com/","11","3470","/static/fonts/segoe-ui/west-european/normal/latest.woff2","50","","Akamai","4037","3882","3953","3953","4037","84","3472","4037","563","20","21","1","0","h2","medium","","public, max-age=341607","","Fri, 09 Nov 2018 00:01:02 GMT","","",
"23.63.204.80","78","","","-1","-1","Script","3","-1","-1","application/javascript","0","1","","100","-1","https://mem.gfx.ms/me/MeControl/9.18275.0/en-US/meCore.min.js","-1","-1","200","-1","","13195","1","333","","181105_XR_V","-1","38","-1","100","2592000","39719","4146","-1","GET","12768","12768","3197","0.26","-1","-1","mem.gfx.ms","100","-1","https://mem.gfx.ms/meversion?partner=office&market=en-us&uhf=1","3","4145","/me/MeControl/9.18275.0/en-US/meCore.min.js","100","","Akamai","4224","4146","4184","4184","4224","40","4146","4224","78","21","22","1","0","http/1.1","high","","max-age=2592000","gzip","","","",
"","315","","","-1","-1","Image","3","-1","-1","","","1","","-1","-1","https://c1.microsoft.com/c.gif?DI=4050&did=1&t=","-1","-1","302","-1","","550","2","0","","181105_XR_V","-1","315","-1","-1","","0","4175","-1","GET","0","","4174","0.27","-1","-1","c1.microsoft.com","-1","-1","https://ncuofficehome.msocdn.com/s/ee5e8701/ClientApp/build/bundles/unauth.js","-1","4175","/c.gif?DI=4050&did=1&t=","-1","","","4490","4175","4490","4490","4490","0","4175","4490","315","22","23","1","0","","","","private, no-cache, proxy-revalidate, no-store","","","","",
"","113","","","-1","-1","Beacon","3","-1","-1","application/json","","1","","-1","-1","https://web.vortex.data.microsoft.com/collect/v1","-1","-1","200","-1","","890","1","0","","181105_XR_V","-1","113","-1","-1","","0","4222","-1","POST","57","","19877","0.28","-1","-1","web.vortex.data.microsoft.com","100","-1","https://ncuofficehome.msocdn.com/s/ee5e8701/ClientApp/build/bundles/unauth.js","-1","4222","/collect/v1","-1","","","4335","4222","4335","4335","4335","0","4222","4335","113","23","24","1","0","","","","no-cache, no-store","","0","","",
"","212","","","-1","-1","","3","-1","-1","","","1","","-1","-1","https://c.bing.com/c.gif?DI=4050&did=1&t=&ctsa=mr&CtsSyncId=10B384E395804A06B1E00822A4E12127&RedC=c1.microsoft.com&MXFR=2B3471E1D45C604127047D7FD05C6633","-1","-1","302","-1","","947","","0","","181105_XR_V","-1","212","-1","-1","","0","4489","-1","GET","0","","","0.27.1","-1","-1","c.bing.com","-1","-1","","-1","4489","/c.gif?DI=4050&did=1&t=&ctsa=mr&CtsSyncId=10B384E395804A06B1E00822A4E12127&RedC=c1.microsoft.com&MXFR=2B3471E1D45C604127047D7FD05C6633","-1","","","4701","4489","4701","4701","4701","0","4489","4701","212","24","25","1","0","","","","private, no-cache, proxy-revalidate, no-store","","","","",
"20.36.253.92","99","42","","-1","100","","3","-1","-1","image/gif","","1","","-1","-1","https://c1.microsoft.com/c.gif?DI=4050&did=1&t=&ctsa=mr&CtsSyncId=10B384E395804A06B1E00822A4E12127&MUID=2B3471E1D45C604127047D7FD05C6633","-1","-1","200","-1","0","477","","612","","181105_XR_V","-1","98","-1","-1","","42","4701","-1","GET","42","","","0.27.2","-1","-1","c1.microsoft.com","100","-1","","12","4701","/c.gif?DI=4050&did=1&t=&ctsa=mr&CtsSyncId=10B384E395804A06B1E00822A4E12127&MUID=2B3471E1D45C604127047D7FD05C6633","-1","","","4800","4701","4799","4799","4800","1","4701","4800","99","25","26","1","0","h2","low","","private, no-cache, proxy-revalidate, no-store","","","","",
"","118","","","-1","-1","Beacon","3","-1","-1","application/json","","1","","-1","-1","https://web.vortex.data.microsoft.com/collect/v1","-1","-1","200","-1","","890","1","0","","181105_XR_V","-1","117","-1","-1","","0","4929","-1","POST","57","","3199","0.30","-1","-1","web.vortex.data.microsoft.com","100","-1","https://mem.gfx.ms/me/MeControl/9.18275.0/en-US/meCore.min.js","-1","4929","/collect/v1","-1","","","5047","4929","5046","5046","5047","1","4929","5047","118","26","27","1","0","","","","no-cache, no-store","","0","","",
"23.3.162.199","55","","","-1","-1","Image","3","4768","5084","text/html","","1","","-1","4878","https://uhf.microsoft.com/_log?c=TVNGUEM7TVVJRDtNaWNyb3NvZnRBcHBsaWNhdGlvbnNUZWxlbWV0cnlEZXZpY2VJZDtNaWNyb3NvZnRBcHBsaWNhdGlvbnNUZWxlbWV0cnlGaXJzdExhdW5jaFRpbWU7VVMxLUFSUkFmZmluaXR5&h=www.office.com","39","4878","204","206","","110","9","342","","181105_XR_V","4807","47","4808","-1","","0","5085","70","GET","0","","78608","0.29","-1","-1","uhf.microsoft.com","-1","-1","https://statics-uhf-eus.akamaized.net/shell/_scrf/js/themes=default/54-af9f9f/c0-247156/de-099401/e1-a50eee/e7-954872/d8-97d509/f0-251fe2/46-be1318/77-04a268/7f-652c90/63-077520/a4-34de62/75-71ddfc/db-bc0148/bc-a26f1e/78-4c7d22/df-e4d70f/e4-8302f6/cd-23d3b0/6d-1e7ed0/b7-cadaa7/ca-40b7b0/c3-6454d7/f9-7592d3/ef-87b3d9/30-42cbf5/7e-cda2d3/32-6dafa3/93-283c2d/e0-3c9860/91-97a04f/1f-100dea/33-abe4df/af-bbef21?ver=2.0&iife=1","13","4767","/_log?c=TVNGUEM7TVVJRDtNaWNyb3NvZnRBcHBsaWNhdGlvbnNUZWxlbWV0cnlEZXZpY2VJZDtNaWNyb3NvZnRBcHBsaWNhdGlvbnNUZWxlbWV0cnlGaXJzdExhdW5jaFRpbWU7VVMxLUFSUkFmZmluaXR5&h=www.office.com","-1","","","5140","5085","5132","5132","5140","8","4768","5140","370","27","28","1","0","h2","low","","max-age=0, no-cache, no-store","","Mon, 05 Nov 2018 01:07:36 GMT","","",
"52.114.74.44","148","","","-1","-1","XHR","3","5110","5607","application/json","","1","","-1","5336","https://browser.pipe.aria.microsoft.com/Collector/3.0/?qsp=true&content-type=application%2Fbond-compact-binary&client-id=NO_AUTH&sdk-version=AWT-Web-JS-1.6.1&x-apikey=ea6758984c4b43529f9929667d8d3198-c52d4a8b-47fe-4fdf-99b8-5f897ff4e33b-7365&client-time-epoch-millis=1541380056450&time-delta-to-apply-millis=use-collector-delta","99","5336","200","271","","360","2","3615","","181105_XR_V","5209","134","5210","-1","","0","5607","126","POST","0","","7895","0.31","-1","-1","browser.pipe.aria.microsoft.com","100","-1","https://ncuofficehome.msocdn.com/s/94637484/ClientApp/build/bundles/sharedScripts.js","14","5108","/Collector/3.0/?qsp=true&content-type=application%2Fbond-compact-binary&client-id=NO_AUTH&sdk-version=AWT-Web-JS-1.6.1&x-apikey=ea6758984c4b43529f9929667d8d3198-c52d4a8b-47fe-4fdf-99b8-5f897ff4e33b-7365&client-time-epoch-millis=1541380056450&time-delta-to-apply-millis=use-collector-delta","-1","","","5755","5607","5741","5741","5755","14","5110","5755","644","28","29","1","0","http/1.1","medium","","","","","","",
"","1081","","","-1","-1","Document","3","-1","-1","text/html; charset=utf-8","","1","","-1","-1","https://office.com/","-1","-1","302","-1","","580","","0","","181105_XR_V","-1","1081","-1","-1","","0","0","-1","GET","140","","","0.2","-1","-1","office.com","-1","-1","","-1","0","/","-1","","","1081","0","1081","1081","1081","0","0","1081","1081","0","1","1","1","","","","","","","","",
"13.107.7.190","341","","","-1","-1","Document","3","-1","-1","text/html; charset=utf-8","0","1","","100","-1","https://www.office.com/","-1","-1","200","-1","","21031","","847","","181105_XR_V","-1","337","-1","-1","","94146","1081","-1","GET","20306","20446","","0.2.1","-1","-1","www.office.com","100","-1","","1","1081","/","-1","","","1422","1081","1418","1418","1422","4","1081","1422","341","1","2","1","1","h2","high","1","private, no-store, must-revalidate, max-age=0","gzip","Mon, 05 Nov 2018 01:06:53 GMT","","",
"65.52.193.136","158","","","-1","-1","Document","3","1666","1804","text/html; charset=utf-8","0","1","","100","1695","https://login.microsoftonline.com/savedusers?wreply=https://www.office.com/&appid=4345a7b9-9a63-4910-a426-35363201d503","2","1695","200","109","","1771","1","450","","181105_XR_V","1668","107","1669","-1","","3160","1805","26","GET","1018","1018","9020","0.15","-1","-1","login.microsoftonline.com","100","-1","https://ncuofficehome.msocdn.com/s/900105fe/ClientApp/build/bundles/unauth-vendor.js","2","1664","/savedusers?wreply=https://www.office.com/&appid=4345a7b9-9a63-4910-a426-35363201d503","-1","","","1963","1805","1912","1912","1963","51","1666","1963","295","2","3","1","1","http/1.1","high","","private","gzip","","","",
