"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","contentType","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","cacheControl","expires","protocol","priority","is_base_page","contentEncoding","jpeg_scan_count","score_progressive_jpeg",
"104.78.227.242","125","","","-1","-1","Script","3","-1","-1","text/javascript","0","1","","100","-1","https://www.samsung.com/us/smg/etc/designs/samsung/global/common/shoppingCart.0de6c8e1e91aa62d906c7aa6c8fe4330.js","-1","-1","200","-1","","5821","103","79","","181105_V0_Y","-1","36","-1","100","31536000","16831","2361","-1","GET","5413","5413","","0.14","-1","-1","www.samsung.com","100","-1","https://www.samsung.com/us/","1","2319","/us/smg/etc/designs/samsung/global/common/shoppingCart.0de6c8e1e91aa62d906c7aa6c8fe4330.js","100","","Akamai","2486","2361","2397","2397","2486","89","2361","2486","125","10","11","1","0","private, max-age=31536000","Tue, 05 Nov 2019 01:09:27 GMT","h2","high","","gzip","","",
"23.63.194.149","1593","","","-1","-1","Image","3","-1","-1","image/jp2","","1","","-1","-1","https://image-us.samsung.com/SamsungUS/homepage/october_2018/102518/MB-KVCarousel-3-HAHoliday-102518.jpg?$default$","-1","-1","200","-1","","42100","103","81","","181105_V0_Y","-1","71","-1","100","10018","41717","2606","-1","GET","41717","","","0.8","-1","-1","image-us.samsung.com","100","-1","https://www.samsung.com/us/","3","2304","/SamsungUS/homepage/october_2018/102518/MB-KVCarousel-3-HAHoliday-102518.jpg?$default$","50","","Akamai","4199","2606","2677","2677","4199","1522","2606","4199","1593","11","12","1","0","private, no-transform, max-age=10018","Mon, 05 Nov 2018 03:56:25 GMT","h2","low","","","","",
"23.63.194.149","1649","","","-1","-1","Image","3","-1","-1","image/jp2","","1","","-1","-1","https://image-us.samsung.com/SamsungUS/homepage/november_2018/110218/MB-HP-Tab-110218-v3.jpg?$cm-g-fb-blur-full-bleed-img-mobile-jpg$","-1","-1","200","-1","","59628","103","95","","181105_V0_Y","-1","254","-1","100","10277","59247","2607","-1","GET","59247","","","0.13","-1","-1","image-us.samsung.com","100","-1","https://www.samsung.com/us/","3","2313","/SamsungUS/homepage/november_2018/110218/MB-HP-Tab-110218-v3.jpg?$cm-g-fb-blur-full-bleed-img-mobile-jpg$","50","","Akamai","4256","2607","2861","2861","4256","1395","2607","4256","1649","12","13","1","0","private, no-transform, max-age=10277","Mon, 05 Nov 2018 04:00:44 GMT","h2","low","","","","",
"23.63.194.149","1650","","","-1","-1","Image","3","-1","-1","image/jp2","","1","","-1","-1","https://image-us.samsung.com/SamsungUS/homepage/november_2018/110218/MB-HP-110218-v3.jpg?$cm-g-fb-blur-full-bleed-img-mobile-jpg$","-1","-1","200","-1","","65019","103","92","","181105_V0_Y","-1","129","-1","100","10335","64636","2608","-1","GET","64636","","","0.10","-1","-1","image-us.samsung.com","100","-1","https://www.samsung.com/us/","3","2310","/SamsungUS/homepage/november_2018/110218/MB-HP-110218-v3.jpg?$cm-g-fb-blur-full-bleed-img-mobile-jpg$","50","","Akamai","4258","2608","2737","2737","4258","1521","2608","4258","1650","13","14","1","0","private, no-transform, max-age=10335","Mon, 05 Nov 2018 04:01:42 GMT","h2","low","","","","",
"23.63.194.149","1652","","","-1","-1","Image","3","-1","-1","image/jp2","","1","","-1","-1","https://image-us.samsung.com/SamsungUS/homepage/october_2018/102518/MB-KVCarousel-2-HP-ESPN-102518.jpg?$default$","-1","-1","200","-1","","88971","103","80","","181105_V0_Y","-1","100","-1","100","43200","88673","2608","-1","GET","88673","","","0.7","-1","-1","image-us.samsung.com","100","-1","https://www.samsung.com/us/","3","2303","/SamsungUS/homepage/october_2018/102518/MB-KVCarousel-2-HP-ESPN-102518.jpg?$default$","50","","Akamai","4260","2608","2708","2708","4260","1552","2608","4260","1652","14","15","1","0","private, no-transform, max-age=43200","Mon, 05 Nov 2018 13:09:27 GMT","h2","low","","","","",
"23.63.194.149","1593","","","-1","-1","Image","3","-1","-1","image/jp2","","1","","-1","-1","https://image-us.samsung.com/SamsungUS/homepage/november_2018/110218/MB-HP-Mob-110218-v3.jpg?$cm-g-fb-blur-full-bleed-img-mobile-jpg$","-1","-1","200","-1","","61203","103","95","","181105_V0_Y","-1","93","-1","100","10269","60820","2609","-1","GET","60820","","","0.11","-1","-1","image-us.samsung.com","100","-1","https://www.samsung.com/us/","3","2312","/SamsungUS/homepage/november_2018/110218/MB-HP-Mob-110218-v3.jpg?$cm-g-fb-blur-full-bleed-img-mobile-jpg$","50","","Akamai","4202","2609","2702","2702","4202","1500","2609","4202","1593","15","16","1","0","private, no-transform, max-age=10269","Mon, 05 Nov 2018 04:00:36 GMT","h2","low","","","","",
"23.63.194.149","1654","","","-1","-1","Image","3","-1","-1","image/jp2","","1","","-1","-1","https://image-us.samsung.com/SamsungUS/homepage/november_2018/110218/MB-HP-HA-110218-v3.jpg?$cm-g-fb-blur-full-bleed-img-mobile-jpg$","-1","-1","200","-1","","66095","103","95","","181105_V0_Y","-1","254","-1","100","10250","65712","2609","-1","GET","65712","","","0.12","-1","-1","image-us.samsung.com","100","-1","https://www.samsung.com/us/","3","2313","/SamsungUS/homepage/november_2018/110218/MB-HP-HA-110218-v3.jpg?$cm-g-fb-blur-full-bleed-img-mobile-jpg$","50","","Akamai","4263","2609","2863","2863","4263","1400","2609","4263","1654","16","17","1","0","private, no-transform, max-age=10250","Mon, 05 Nov 2018 04:00:17 GMT","h2","low","","","","",
"93.184.216.180","347","","","-1","-1","Script","3","2304","2608","text/javascript","0","1","","100","2486","https://tags.tiqcdn.com/utag/samsung/main/prod/utag.sync.js","156","2486","200","122","","41987","103","183","","181105_V0_Y","2460","44","2462","100","300","122401","2609","24","GET","41679","41679","","0.5","-1","-1","tags.tiqcdn.com","100","-1","https://www.samsung.com/us/","2","2302","/utag/samsung/main/prod/utag.sync.js","0","","Edgecast","2956","2609","2653","2653","2956","303","2304","2956","649","17","18","1","0","max-age=300","Mon, 05 Nov 2018 01:14:27 GMT","h2","high","","gzip","","",
"23.63.194.149","1652","","","-1","-1","Image","3","-1","-1","image/jp2","","1","","-1","-1","https://image-us.samsung.com/SamsungUS/homepage/november_2018/110218/MB-HP-KV-110218-v4.jpg?$cm-g-fb-blur-full-bleed-img-mobile-jpg$","-1","-1","200","-1","","106599","103","95","","181105_V0_Y","-1","125","-1","100","10345","106216","2610","-1","GET","106216","","","0.9","-1","-1","image-us.samsung.com","100","-1","https://www.samsung.com/us/","3","2310","/SamsungUS/homepage/november_2018/110218/MB-HP-KV-110218-v4.jpg?$cm-g-fb-blur-full-bleed-img-mobile-jpg$","50","","Akamai","4262","2610","2735","2735","4262","1527","2610","4262","1652","18","19","1","0","private, no-transform, max-age=10345","Mon, 05 Nov 2018 04:01:52 GMT","h2","low","","","","",
"23.63.194.149","1581","","","-1","-1","Image","3","2366","2609","image/jp2","","1","","-1","2497","https://image-us.samsung.com/SamsungUS/homepage/october_2018/102518/MB-KVCarousel-1-TradeIn-102518-Homepage.jpg?$default$","108","2497","200","112","","49818","103","310","","181105_V0_Y","2474","41","2475","100","43200","49520","2612","22","GET","49520","","","0.6","-1","-1","image-us.samsung.com","100","-1","https://www.samsung.com/us/","3","2303","/SamsungUS/homepage/october_2018/102518/MB-KVCarousel-1-TradeIn-102518-Homepage.jpg?$default$","50","","Akamai","4193","2612","2653","2653","4193","1540","2366","4193","1823","19","20","1","0","private, no-transform, max-age=43200","Mon, 05 Nov 2018 13:09:27 GMT","h2","low","","","","",
"","1260","","","-1","-1","XHR","3","-1","-1","","","1","","-1","-1","https://dpm.demdex.net/id?d_visid_ver=3.1.2&d_fieldgroup=MC&d_rtbd=json&d_ver=2&d_verify=1&d_orgid=48855C6655783A647F000101%40AdobeOrg&d_nsid=0&ts=1541380167753","-1","-1","302","-1","","718","141","0","","181105_V0_Y","-1","1260","-1","-1","","0","3014","-1","GET","0","","14829","0.19","-1","-1","dpm.demdex.net","-1","-1","https://www.samsung.com/us/","-1","3014","/id?d_visid_ver=3.1.2&d_fieldgroup=MC&d_rtbd=json&d_ver=2&d_verify=1&d_orgid=48855C6655783A647F000101%40AdobeOrg&d_nsid=0&ts=1541380167753","-1","","","4274","3014","4274","4274","4274","0","3014","4274","1260","20","21","1","0","no-cache,no-store,must-revalidate,max-age=0,proxy-revalidate,no-transform,private","Thu, 01 Jan 1970 00:00:00 GMT","","","","","","",
"93.184.216.180","1083","","","-1","-1","Script","3","-1","-1","text/javascript","0","1","","100","-1","https://tags.tiqcdn.com/utag/samsung/main/prod/utag.js","-1","-1","200","-1","","100426","1973","40","","181105_V0_Y","-1","22","-1","100","300","738566","3184","-1","GET","100118","100118","65","0.21","-1","-1","tags.tiqcdn.com","100","-1","https://www.samsung.com/us/","2","3183","/utag/samsung/main/prod/utag.js","0","","Edgecast","4267","3184","3206","3206","4267","1061","3184","4267","1083","21","22","1","0","max-age=300","Mon, 05 Nov 2018 01:14:27 GMT","h2","high","","gzip","","",
"","53","","","-1","-1","XHR","3","-1","-1","application/json","0","1","","100","-1","https://www.samsung.com/libs/cq/i18n/dict.en.json","-1","-1","200","-1","","630","141","0","","181105_V0_Y","-1","53","-1","100","0","568","3353","-1","GET","306","568","14829","0.22","-1","-1","www.samsung.com","100","-1","https://www.samsung.com/us/","-1","3353","/libs/cq/i18n/dict.en.json","0","","Akamai","3406","3353","3406","3406","3406","0","3353","3406","53","22","23","1","0","","","","","","gzip","","",
"104.78.227.242","623","","","-1","-1","XHR","3","-1","-1","application/json","0","1","","100","-1","https://www.samsung.com/us/smg/content/samsung/content-library/gnb/gnb-header/json/pub/gnb-header-menu.json","-1","-1","200","-1","","3969","141","321","","181105_V0_Y","-1","207","-1","100","1800","24131","3652","-1","GET","3632","3632","14829","0.24","-1","-1","www.samsung.com","100","-1","https://www.samsung.com/us/","1","3651","/us/smg/content/samsung/content-library/gnb/gnb-header/json/pub/gnb-header-menu.json","0","","Akamai","4275","3652","3859","3859","4275","416","3652","4275","623","23","24","1","0","max-age=1800","","h2","medium","","gzip","","",
"52.79.77.29","620","","","-1","-1","Script","3","3020","3797","","","1","","-1","3306","https://samsungrum.beusable.net/script/b170105e175055u968/56e427737d","61","3306","200","491","","368","4","190","","181105_V0_Y","3081","228","3082","0","0","325","3798","224","GET","325","","188","0.20","-1","-1","samsungrum.beusable.net","100","-1","https://tags.tiqcdn.com/utag/samsung/main/prod/utag.sync.js","4","3017","/script/b170105e175055u968/56e427737d","0","","","4418","3798","4026","4026","4418","392","3020","4418","1396","24","25","1","0","","","h2","high","","","","",
"104.78.227.242","570","","","-1","-1","Image","3","-1","-1","image/svg+xml","0","1","","100","-1","https://www.samsung.com/us/smg/etc/designs/smg/global/imgs/home/new-marketing-arw-left-white.svg","-1","-1","200","-1","","780","148","117","","181105_V0_Y","-1","42","-1","100","31536000","584","3846","-1","GET","423","423","24879","0.26","-1","-1","www.samsung.com","100","-1","https://www.samsung.com/us/smg/etc/designs/samsung/global/clientlibs_root.353528039b5ecda33222d9613dc1db30.js","1","3845","/us/smg/etc/designs/smg/global/imgs/home/new-marketing-arw-left-white.svg","100","","Akamai","4416","3846","3888","3888","4416","528","3846","4416","570","25","26","1","0","max-age=31536000","Tue, 05 Nov 2019 01:09:28 GMT","h2","low","","gzip","","",
"104.78.227.242","563","","","-1","-1","Image","3","-1","-1","image/svg+xml","0","1","","100","-1","https://www.samsung.com/us/smg/etc/designs/smg/global/imgs/home/new-marketing-arw-right-white.svg","-1","-1","200","-1","","781","148","69","","181105_V0_Y","-1","40","-1","100","31536000","583","3849","-1","GET","424","424","24879","0.27","-1","-1","www.samsung.com","100","-1","https://www.samsung.com/us/smg/etc/designs/samsung/global/clientlibs_root.353528039b5ecda33222d9613dc1db30.js","1","3848","/us/smg/etc/designs/smg/global/imgs/home/new-marketing-arw-right-white.svg","100","","Akamai","4412","3849","3889","3889","4412","523","3849","4412","563","26","27","1","0","max-age=31536000","Tue, 05 Nov 2019 01:09:28 GMT","h2","low","","gzip","","",
"23.48.164.39","418","","","-1","-1","Script","3","3758","4000","application/x-javascript","0","1","","100","3917","https://sadmin.brightcove.com/js/APIModules_all.js","135","3917","200","83","","9947","149","326","","181105_V0_Y","3893","23","3894","100","1200","76385","4001","23","GET","9591","9591","27050","0.25","-1","-1","sadmin.brightcove.com","100","-1","https://www.samsung.com/us/smg/etc/designs/samsung/global/clientlibs_root.353528039b5ecda33222d9613dc1db30.js","5","3756","/js/APIModules_all.js","0","","Akamai","4419","4001","4024","4024","4419","395","3758","4419","659","27","28","1","0","max-age=1200","","http/1.1","high","","gzip","","",
"104.78.227.242","206","","","-1","-1","Font","3","-1","-1","text/plain; charset=UTF-8","0","1","","100","-1","https://www.samsung.com/us/smg/etc/designs/samsung/global/global_clientlib/fonts/SamsungOneLatinWeb-400.woff2","-1","-1","200","-1","","39626","2039","72","","181105_V0_Y","-1","38","-1","100","31536000","39184","4215","-1","GET","39207","39207","","0.28","-1","-1","www.samsung.com","100","-1","https://www.samsung.com/us/","1","4214","/us/smg/etc/designs/samsung/global/global_clientlib/fonts/SamsungOneLatinWeb-400.woff2","100","","Akamai","4421","4215","4253","4253","4421","168","4215","4421","206","28","29","1","0","private, max-age=31536000","Tue, 05 Nov 2019 01:09:29 GMT","h2","medium","","gzip","","",
"104.78.227.242","210","","","-1","-1","Font","3","-1","-1","text/plain; charset=UTF-8","0","1","","100","-1","https://www.samsung.com/us/smg/etc/designs/samsung/global/global_clientlib/fonts/SamsungOneLatinWeb-700.woff2","-1","-1","200","-1","","39846","2039","72","","181105_V0_Y","-1","42","-1","100","31536000","39404","4215","-1","GET","39427","39427","","0.29","-1","-1","www.samsung.com","100","-1","https://www.samsung.com/us/","1","4214","/us/smg/etc/designs/samsung/global/global_clientlib/fonts/SamsungOneLatinWeb-700.woff2","100","","Akamai","4425","4215","4257","4257","4425","168","4215","4425","210","29","30","1","0","private, max-age=31536000","Tue, 05 Nov 2019 01:09:29 GMT","h2","medium","","gzip","","",
"104.78.227.242","217","","","-1","-1","Font","3","-1","-1","text/plain; charset=UTF-8","0","1","","100","-1","https://www.samsung.com/us/smg/etc/designs/samsung/global/global_clientlib/fonts/SamsungSharpSans-Bold.woff","-1","-1","200","-1","","87029","2039","71","","181105_V0_Y","-1","60","-1","100","31536000","100696","4216","-1","GET","86626","86626","","0.30","-1","-1","www.samsung.com","100","-1","https://www.samsung.com/us/","1","4215","/us/smg/etc/designs/samsung/global/global_clientlib/fonts/SamsungSharpSans-Bold.woff","100","","Akamai","4433","4216","4276","4276","4433","157","4216","4433","217","30","31","1","0","private, max-age=31536000","Tue, 05 Nov 2019 01:09:29 GMT","h2","medium","","gzip","","",
"34.193.151.172","158","","","-1","-1","","3","-1","-1","application/json;charset=utf-8","","1","","-1","-1","https://dpm.demdex.net/id/rd?d_visid_ver=3.1.2&d_fieldgroup=MC&d_rtbd=json&d_ver=2&d_verify=1&d_orgid=48855C6655783A647F000101%40AdobeOrg&d_nsid=0&ts=1541380167753","-1","-1","200","-1","","682","2039","1039","","181105_V0_Y","-1","157","-1","-1","","110","4274","-1","GET","110","","","0.19.1","-1","-1","dpm.demdex.net","100","-1","https://www.samsung.com/us/","6","4274","/id/rd?d_visid_ver=3.1.2&d_fieldgroup=MC&d_rtbd=json&d_ver=2&d_verify=1&d_orgid=48855C6655783A647F000101%40AdobeOrg&d_nsid=0&ts=1541380167753","-1","","","4432","4274","4431","4431","4432","1","4274","4432","158","31","32","1","0","no-cache,no-store,must-revalidate,max-age=0,proxy-revalidate,no-transform,private","Thu, 01 Jan 1970 00:00:00 GMT","http/1.1","medium","","","","",
"216.104.218.41","4961","","","-1","-1","XHR","3","4445","4858","application/x-javascript","","1","","-1","4589","https://smetrics.samsung.com/id?d_visid_ver=3.1.2&d_fieldgroup=MC&mcorgid=48855C6655783A647F000101%40AdobeOrg&ts=1541380169185","113","4589","200","269","","717","141","753","","181105_V0_Y","4558","95","4559","-1","","49","4858","30","GET","49","","14829","0.31","-1","-1","smetrics.samsung.com","100","-1","https://www.samsung.com/us/","7","4442","/id?d_visid_ver=3.1.2&d_fieldgroup=MC&mcorgid=48855C6655783A647F000101%40AdobeOrg&ts=1541380169185","-1","","","9819","4858","4953","4953","9819","4866","4445","9819","5373","32","33","1","0","no-cache, no-store, max-age=0, no-transform, private","","http/1.1","medium","","","","",
"23.54.148.147","3374","195228","","-1","87","Image","3","3476","6462","image/jpeg","","1","","-1","3603","https://s7d2.scene7.com/is/image/SamsungUS/HP-Background-Story-Story-072718-v2?$default-jpg$","65","3603","200","2859","25287","195476","147","255","","181105_V0_Y","3541","254","3542","100","31135339","195228","6463","61","GET","195228","","31252","0.23","-1","-1","s7d2.scene7.com","100","-1","https://www.samsung.com/us/smg/etc/designs/samsung/global/clientlibs_root.353528039b5ecda33222d9613dc1db30.js","8","3474","/is/image/SamsungUS/HP-Background-Story-Story-072718-v2?$default-jpg$","100","","Akamai","9837","6463","6717","6717","9837","3120","3476","9837","6359","33","34","1","0","","Thu, 31 Oct 2019 10:51:50 GMT","h2","low","","","1","0",
"52.79.77.29","615","","","-1","-1","Script","3","-1","-1","","","1","","-1","-1","https://samsungrum.beusable.net/script/checker/b170105e175055u968/56e427737d?url=https%3A%2F%2Fwww.samsung.com%2Fus%2F","-1","-1","200","-1","","2072","4","78","","181105_V0_Y","-1","317","-1","0","0","2029","9804","-1","GET","2029","","188","0.32","-1","-1","samsungrum.beusable.net","100","-1","https://tags.tiqcdn.com/utag/samsung/main/prod/utag.sync.js","4","9803","/script/checker/b170105e175055u968/56e427737d?url=https%3A%2F%2Fwww.samsung.com%2Fus%2F","0","","","10419","9804","10121","10121","10419","298","9804","10419","615","34","35","1","0","","","h2","high","","","","",
"34.193.151.172","315","","","-1","-1","XHR","3","-1","-1","application/json;charset=utf-8","0","1","","100","-1","https://dpm.demdex.net/id?d_visid_ver=3.1.2&d_fieldgroup=AAM&d_rtbd=json&d_ver=2&d_orgid=48855C6655783A647F000101%40AdobeOrg&d_nsid=0&d_mid=86968636001683546940869163421194511238&ts=1541380174573","-1","-1","200","-1","","2530","141","553","","181105_V0_Y","-1","103","-1","-1","","6326","9832","-1","GET","1809","1809","14829","0.33","-1","-1","dpm.demdex.net","100","-1","https://www.samsung.com/us/","6","9831","/id?d_visid_ver=3.1.2&d_fieldgroup=AAM&d_rtbd=json&d_ver=2&d_orgid=48855C6655783A647F000101%40AdobeOrg&d_nsid=0&d_mid=86968636001683546940869163421194511238&ts=1541380174573","-1","","","10147","9832","9935","9935","10147","212","9832","10147","315","35","36","1","0","no-cache,no-store,must-revalidate,max-age=0,proxy-revalidate,no-transform,private","Thu, 01 Jan 1970 00:00:00 GMT","http/1.1","medium","","gzip","","",
"104.78.227.242","485","","","-1","-1","Font","3","-1","-1","text/plain; charset=UTF-8","0","1","","100","-1","https://www.samsung.com/us/smg/etc/designs/samsung/global/global_clientlib/fonts/SamsungSans_Regular-webfont.woff2","-1","-1","200","-1","","24988","2039","540","","181105_V0_Y","-1","93","-1","100","31536000","24516","9935","-1","GET","24539","24539","","0.34","-1","-1","www.samsung.com","100","-1","https://www.samsung.com/us/","1","9934","/us/smg/etc/designs/samsung/global/global_clientlib/fonts/SamsungSans_Regular-webfont.woff2","100","","Akamai","10420","9935","10028","10028","10420","392","9935","10420","485","36","37","1","0","private, max-age=31536000","Tue, 05 Nov 2019 01:09:34 GMT","h2","medium","","gzip","","",
"93.184.216.180","366","","","-1","-1","Script","3","-1","-1","text/javascript","0","1","","100","-1","https://tags.tiqcdn.com/utag/samsung/main/prod/utag.547.js?utv=201810252257","-1","-1","200","-1","","56031","72","53","","181105_V0_Y","-1","32","-1","100","1296000","172608","10061","-1","GET","55714","55714","155","0.36","-1","-1","tags.tiqcdn.com","100","-1","https://tags.tiqcdn.com/utag/samsung/main/prod/utag.js","2","10060","/utag/samsung/main/prod/utag.547.js?utv=201810252257","100","","Edgecast","10427","10061","10093","10093","10427","334","10061","10427","366","37","38","1","0","max-age=1296000","Tue, 20 Nov 2018 01:09:34 GMT","h2","high","","gzip","","",
"93.184.216.180","365","","","-1","-1","Script","3","-1","-1","text/javascript","0","1","","100","-1","https://tags.tiqcdn.com/utag/samsung/main/prod/utag.518.js?utv=201808291741","-1","-1","200","-1","","3469","72","53","","181105_V0_Y","-1","106","-1","100","1296000","11546","10062","-1","GET","3158","3158","155","0.37","-1","-1","tags.tiqcdn.com","100","-1","https://tags.tiqcdn.com/utag/samsung/main/prod/utag.js","2","10061","/utag/samsung/main/prod/utag.518.js?utv=201808291741","100","","Edgecast","10427","10062","10168","10168","10427","259","10062","10427","365","38","39","1","0","max-age=1296000","Tue, 20 Nov 2018 01:09:34 GMT","h2","high","","gzip","","",
